question,database,output,type,cypher,explanation,syntax_error,timeout,returns_results,no_cypher
"List the names of all actors who acted in ""주노명 베이커리"".",neo4j,"<explanation>
This query first finds the movie with the title ""주노명 베이커리"" and then uses the `ACTED_BY` relationship to find all the actors who acted in that movie. Finally, it extracts the names of those actors and returns them.
</explanation>
```cypher
MATCH (m:Movie {title: ""주노명 베이커리""})<-[:ACTED_BY]-(a:Actor)
RETURN a.name
```",Simple Retrieval Queries,"MATCH (m:Movie {title: ""주노명 베이커리""})<-[:ACTED_BY]-(a:Actor)
RETURN a.name","This query first finds the movie with the title ""주노명 베이커리"" and then uses the `ACTED_BY` relationship to find all the actors who acted in that movie. Finally, it extracts the names of those actors and returns them.",False,False,False,False
"Which movie has the synopsis starting with ""대학 시간강사인 고윤주""?",neo4j,"<explanation>
This query first matches all Synopsis nodes whose `text` property starts with ""대학 시간강사인 고윤주"". Then, it matches the Movie node connected to the Synopsis node via the `HAS_SYNOPSIS` relationship. Finally, it returns the `title` property of the Movie node.
</explanation>
```cypher
MATCH (s:Synopsis)
WHERE s.text STARTS WITH ""대학 시간강사인 고윤주""
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s)
RETURN m.title
```",Simple Retrieval Queries,"MATCH (s:Synopsis)
WHERE s.text STARTS WITH ""대학 시간강사인 고윤주""
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s)
RETURN m.title","This query first matches all Synopsis nodes whose `text` property starts with ""대학 시간강사인 고윤주"". Then, it matches the Movie node connected to the Synopsis node via the `HAS_SYNOPSIS` relationship. Finally, it returns the `title` property of the Movie node.",False,False,True,False
Find the names of directors who have directed more than one movie.,neo4j,"<explanation>
This query first matches all movies and their directors. Then, it collects all the directors for each movie. After that, it counts the number of directors for each movie and filters the results to only include movies with more than one director. Finally, it returns the names of the directors. 
</explanation>
```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WITH m, collect(d.name) AS directors
WITH m, size(directors) AS director_count
WHERE director_count > 1
RETURN directors
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WITH m, collect(d.name) AS directors
WITH m, size(directors) AS director_count
WHERE director_count > 1
RETURN directors","This query first matches all movies and their directors. Then, it collects all the directors for each movie. After that, it counts the number of directors for each movie and filters the results to only include movies with more than one director. Finally, it returns the names of the directors.",False,True,False,False
What is the title of the movie with the longest synopsis?,neo4j,"<explanation>
This Cypher query first matches all movies and their associated synopses. It then calculates the length of each synopsis using the `size()` function and stores this information in a variable called `synopsisLength`. The query then uses the `ORDER BY` clause to sort the movies by `synopsisLength` in descending order and limits the result to the first movie, which represents the movie with the longest synopsis. Finally, the query returns the `title` property of the movie with the longest synopsis.
</explanation>
```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, size(s.text) AS synopsisLength
ORDER BY synopsisLength DESC
LIMIT 1
RETURN m.title
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, size(s.text) AS synopsisLength
ORDER BY synopsisLength DESC
LIMIT 1
RETURN m.title","This Cypher query first matches all movies and their associated synopses. It then calculates the length of each synopsis using the `size()` function and stores this information in a variable called `synopsisLength`. The query then uses the `ORDER BY` clause to sort the movies by `synopsisLength` in descending order and limits the result to the first movie, which represents the movie with the longest synopsis. Finally, the query returns the `title` property of the movie with the longest synopsis.",False,False,True,False
"Retrieve the first 3 movies that were directed by ""박헌수"".",neo4j,"<explanation>
This query first matches all movies directed by ""박헌수"". Then it orders the movies by their `id` property and returns the first 3 movies.
</explanation>
```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""박헌수""})
RETURN m
ORDER BY m.id
LIMIT 3
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""박헌수""})
RETURN m
ORDER BY m.id
LIMIT 3","This query first matches all movies directed by ""박헌수"". Then it orders the movies by their `id` property and returns the first 3 movies.",False,False,True,False
"Find the actors who have acted in movies directed by ""봉준호"".",neo4j,"<explanation>
This query will first find all movies directed by ""봉준호"" using the `DIRECTED_BY` relationship. Then, it will find all actors who have acted in those movies using the `ACTED_BY` relationship. Finally, it will return the unique names of those actors.
</explanation>
```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""봉준호""})
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
RETURN DISTINCT a.name
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""봉준호""})
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
RETURN DISTINCT a.name","This query will first find all movies directed by ""봉준호"" using the `DIRECTED_BY` relationship. Then, it will find all actors who have acted in those movies using the `ACTED_BY` relationship. Finally, it will return the unique names of those actors.",False,False,True,False
Which movies have synopses longer than 50 words?,neo4j,"<explanation>
This Cypher query first matches all Movie nodes. Then, it uses an optional match to find the Synopsis node connected to the Movie node.  It filters the results by checking if the `text` property of the Synopsis node has a length greater than 50 words and returns the title of the movie.
</explanation>
```cypher
MATCH (m:Movie)
OPTIONAL MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE size(split(s.text, "" "")) > 50
RETURN m.title
```",Simple Retrieval Queries,"MATCH (m:Movie)
OPTIONAL MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE size(split(s.text, "" "")) > 50
RETURN m.title","This Cypher query first matches all Movie nodes. Then, it uses an optional match to find the Synopsis node connected to the Movie node.  It filters the results by checking if the `text` property of the Synopsis node has a length greater than 50 words and returns the title of the movie.",False,False,True,False
"List the names of all actors who have acted in movies with the title ""진짜 사나이"".",neo4j,"<explanation>
This Cypher query will first find all movies with the title ""진짜 사나이"". Then, it will traverse the `ACTED_BY` relationship to find all actors who have acted in these movies. Finally, it will return the names of these actors.
</explanation>
```cypher
MATCH (m:Movie {title: ""진짜 사나이""})<-[:ACTED_BY]-(a:Actor)
RETURN a.name
```",Simple Retrieval Queries,"MATCH (m:Movie {title: ""진짜 사나이""})<-[:ACTED_BY]-(a:Actor)
RETURN a.name","This Cypher query will first find all movies with the title ""진짜 사나이"". Then, it will traverse the `ACTED_BY` relationship to find all actors who have acted in these movies. Finally, it will return the names of these actors.",False,False,False,False
"What are the titles of the movies that feature the actor ""권해효""?",neo4j,"<explanation>
This query will first match all movies that have an actor with the name ""권해효"". Then, it will return the titles of those movies.
</explanation>
```cypher
MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
WHERE a.name = ""권해효""
RETURN m.title
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
WHERE a.name = ""권해효""
RETURN m.title","This query will first match all movies that have an actor with the name ""권해효"". Then, it will return the titles of those movies.",False,False,False,False
Find the movies directed by directors who have also acted in movies.,neo4j,"<explanation>
This query will first find all directors who have acted in movies. It will then match movies directed by those directors. Finally, it will return the titles of those movies. 
</explanation>
```cypher
MATCH (d:Director)-[:ACTED_BY]->(m:Movie)
WITH d
MATCH (d)-[:DIRECTED_BY]->(m2:Movie)
RETURN m2.title
```",Simple Retrieval Queries,"MATCH (d:Director)-[:ACTED_BY]->(m:Movie)
WITH d
MATCH (d)-[:DIRECTED_BY]->(m2:Movie)
RETURN m2.title","This query will first find all directors who have acted in movies. It will then match movies directed by those directors. Finally, it will return the titles of those movies.",False,False,False,False
List the names of the actors who have acted in more than 3 movies.,neo4j,"<explanation>
This Cypher query will first match all movies and their actors using the `ACTED_BY` relationship. Then, it will group the actors and count the number of movies each actor has acted in. Finally, it will filter for actors with more than 3 movies and return their names.
</explanation>
```cypher
MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
WITH a, count(m) AS movieCount
WHERE movieCount > 3
RETURN a.name
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
WITH a, count(m) AS movieCount
WHERE movieCount > 3
RETURN a.name","This Cypher query will first match all movies and their actors using the `ACTED_BY` relationship. Then, it will group the actors and count the number of movies each actor has acted in. Finally, it will filter for actors with more than 3 movies and return their names.",False,False,True,False
What is the title of the movie with the shortest synopsis?,neo4j,"<explanation>
This Cypher query will first match all movies and their synopses. Then, it will calculate the size of the synopsis text for each movie. After that, it will find the movie with the smallest synopsis size and return its title.
</explanation>
```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, size(s.text) AS synopsisSize
ORDER BY synopsisSize
RETURN m.title AS movieTitle
LIMIT 1
```",Simple Retrieval Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, size(s.text) AS synopsisSize
ORDER BY synopsisSize
RETURN m.title AS movieTitle
LIMIT 1","This Cypher query will first match all movies and their synopses. Then, it will calculate the size of the synopsis text for each movie. After that, it will find the movie with the smallest synopsis size and return its title.",False,False,True,False
"Find the movies with synopses that contain the word ""시간강사"".",neo4j,"<explanation>
This query retrieves the titles of movies that have synopses containing the word ""시간강사"". 

First, it matches all `Synopsis` nodes that have the word ""시간강사"" in their `text` property. 

Then, it follows the `HAS_SYNOPSIS` relationship to reach the related `Movie` nodes and retrieves their `title` property. 

Finally, it returns the distinct titles of the movies.
</explanation>

```cypher
MATCH (s:Synopsis)
WHERE s.text CONTAINS ""시간강사""
MATCH (m:Movie)<-[:HAS_SYNOPSIS]-(s)
RETURN DISTINCT m.title
```",Simple Retrieval Queries,"MATCH (s:Synopsis)
WHERE s.text CONTAINS ""시간강사""
MATCH (m:Movie)<-[:HAS_SYNOPSIS]-(s)
RETURN DISTINCT m.title","This query retrieves the titles of movies that have synopses containing the word ""시간강사"". 

First, it matches all `Synopsis` nodes that have the word ""시간강사"" in their `text` property. 

Then, it follows the `HAS_SYNOPSIS` relationship to reach the related `Movie` nodes and retrieves their `title` property. 

Finally, it returns the distinct titles of the movies.",False,False,False,False
